timestamp,roll,pitch,yaw,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,markers,motor_input
12.780124,18.128704340506033,7.105833892060575,-24.695942977344203,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
12.818151999999998,18.12698218315955,7.047580067595223,-24.59509874101794,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
12.827671999999978,18.104734073756433,7.044897181629662,-24.521857044902674,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
12.837170999999984,18.067871896195285,7.032074721669642,-24.522734339060598,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
12.865700000000004,17.900754201382377,6.962254278062863,-24.487671859856587,-0.0006123901456539739,-0.008941700156588768,0.025787026782980366,0.0,0.0,0.0,nm,0.0
12.875206999999989,17.843906554378417,6.933509949925316,-24.472747331980138,-0.0005912852206225158,-0.008636544579283676,0.024995443516353338,0.0,0.0,0.0,nm,0.0
12.903738000000004,17.72503631416986,6.8855636790537575,-24.5019394264176,0.016825603011470902,0.03345929537054544,0.011875326989876818,0.0,0.0,0.0,nm,0.0
12.913252999999997,17.711483745070417,6.88010774515731,-24.524635765909473,0.01787354608890371,0.035513602957893416,0.012596454539247496,0.0,0.0,0.0,nm,0.0
12.922770999999983,17.71044427144094,6.879188422672754,-24.543459101080643,0.016113315407710976,0.03199055538909553,0.011348000558544779,0.0,0.0,0.0,nm,0.0
12.94178199999999,17.750943149566712,6.881923338625091,-24.620273231695702,0.012617019672354724,0.024959104963362337,0.008881740245165748,0.0,0.0,0.0,nm,0.0
12.951284999999984,17.781421656505835,6.887546287353926,-24.668146681017394,0.010846840317540032,0.02140747945570296,0.007635346119499493,0.0,0.0,0.0,nm,0.0
12.96079899999998,17.808194187686382,6.891461684991326,-24.65810514576845,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
12.979808999999989,17.833955383888814,6.8993619036557225,-24.665326654394715,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
12.98932499999998,17.82825019814714,6.8991917032533925,-24.690281423191426,-0.0006426229278184801,-0.008731414846760079,0.025317167089973083,0.0,0.0,0.0,nm,0.0
12.998829999999998,17.81088507134843,6.896412299749541,-24.724980378018195,-0.000613769838002477,-0.00829451060208455,0.024074333713247714,0.0,0.0,0.0,nm,0.0
13.027355,17.758578078096964,6.897122817784465,-24.795374410312053,0.011492559297895203,0.015361059044190785,0.032993517135114905,0.0,0.0,0.0,nm,0.0
13.036860999999988,17.761142448922374,6.893268719630156,-24.79765516929901,0.01505415540039517,0.02954636293780226,0.010537287688367975,0.0,0.0,0.0,nm,0.0
13.046369999999996,17.780406139998714,6.884124595222906,-24.799616708739848,0.01713010111233042,0.03361844113253284,0.012003818623352421,0.0,0.0,0.0,nm,0.0
13.093919999999997,18.03909039839791,6.747332752233839,-24.74231913026144,-0.0011480969091996348,-0.013378928582111187,0.03851632288188026,0.0,0.0,0.0,nm,0.0
13.112933999999996,18.118944186945185,6.759107936137985,-24.69246249236111,-0.03476382717688854,-0.0009724828353875094,0.0511070080060444,0.0,0.0,0.0,nm,0.0
13.15097799999998,18.2640834003673,6.89648315811988,-24.412708768451935,-0.0006480597066443213,-0.008385451266552657,0.023775267784648516,0.0,0.0,0.0,nm,0.0
13.160483,18.322269241739566,6.896503145848228,-24.476658082264684,0.011657660087848878,0.023124635922346825,0.008506980110909675,0.0,0.0,0.0,nm,0.0
13.189010999999994,18.56366442793035,6.854003000147463,-24.748295146145807,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
13.198521999999997,18.66368454765832,6.852793187938906,-24.81867020739643,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
13.208033,18.768879409922707,6.876186546332444,-24.868476795584545,-0.03257813399560579,0.015100485891290146,0.004330161532924243,0.0,0.0,0.0,nm,0.0
13.227047999999996,18.965464746849264,6.97641760156231,-24.84516040524809,-0.03189194347768137,0.014766661872290344,0.004300544733085127,0.0,0.0,0.0,nm,0.0
13.236552999999986,19.049804715457558,7.0293288233497515,-24.87114208479243,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
13.265084000000002,19.236340522463507,7.082056491053574,-24.90314157029216,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
13.274586999999997,19.284684245157667,7.058095365276784,-24.868375374036216,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
13.303119999999979,19.427394406096035,6.991603088886388,-24.921550462350783,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
13.322126999999995,19.507312437969333,7.01439360358518,-25.020007702840235,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
13.331648999999999,19.532082311869548,7.028884339289991,-25.116769388640794,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
13.350677999999988,19.528916421121092,7.03776567142639,-25.20904384997795,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
13.360168999999985,19.49157981293782,7.019909642475605,-25.33671842336438,0.0,0.0,0.0,0.0,0.0,0.0,nm,0.0
