timestamp,Roll,Pitch,Yaw,Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z,Acc Magnitude,Gyro Magnitude
0.0,6.015763695668612,-4.868580066323882,-22.52090342115989,-0.09057997866128922,-0.0017470086140500614,0.023296754406345464,0.0,0.0,0.0,,
0.009504000000021051,6.045248019179297,-4.941622249325151,-22.603770683317777,-0.08924983403066626,-0.004640162041048995,-0.01107152466219888,0.0,0.0,0.0,,
0.019000000000005457,6.083454095713726,-5.036837233807624,-22.73736368667986,-0.0981051445186807,-0.009573467126125997,-0.012650126016957296,0.0019378595168790343,-0.0426059847773894,-0.03412383651867436,,
0.03804700000000594,6.231114253720748,-5.351579017111982,-23.087948393630093,-0.10786221953143747,-0.017204726539279572,0.01593021619412037,0.006260176952407527,-0.06266827164099002,-0.046690125056843626,,
0.04754600000001119,6.355144747427365,-5.528842034600297,-23.32883122075817,-0.11363159706409803,-0.012412096550500091,-0.015934730011468213,0.011525303764328363,-0.06793993794311227,-0.05402028399110364,,
0.05706600000002027,6.5083878553482,-5.74787029972609,-23.629685210316634,-0.11181119897870347,-0.012797702823886311,-0.01627766827318133,0.013456190296714259,-0.0776028689036669,-0.06300088962254187,,
0.0665740000000028,6.669185220323644,-6.0202654664247275,-23.979026622523126,-0.11560834619582552,-0.027284812305715698,0.04995707431679447,0.012980117612852823,-0.08722061882936781,-0.07255097605257416,,
0.0760840000000087,6.854997128323493,-6.310998794385786,-24.32573162313127,-0.1163057070585359,-0.027438704757044657,0.062453228266667056,0.015609842078807138,-0.09250138589319927,-0.08044975291275981,,
0.08557800000002658,7.067822251591343,-6.634323006960915,-24.69620324754494,-0.09524620828860399,-0.023876436968327492,-0.016579595920660918,0.017097963183739393,-0.09805453927684328,-0.08677763113463914,,
0.09509400000001733,7.302117555474049,-6.988451865500095,-25.12006664879988,-0.0811237900445418,-0.025865782366945818,-0.015127072583210412,0.01827889585591869,-0.10243665708317164,-0.09008606898743805,,
0.10461500000002388,7.547290459097103,-7.358500992644649,-25.529841888034014,-0.05662337295517803,-0.03779629683869883,-0.012311209972493771,0.020906271108240646,-0.10090985755388154,-0.08963565497878326,,
0.11413400000000706,7.82077307107538,-7.695254130833395,-25.91442613101735,-0.030706703806184326,-0.04993091849299758,0.04290861634336353,0.02921367295677349,-0.0931417193112484,-0.08479215411636312,,
0.12363799999999969,8.118982086424705,-8.005081607312428,-26.282511143016915,-0.03100800936468111,-0.0467380283978638,0.050536186204814135,0.037927197272134075,-0.08380886915990533,-0.0770936181292392,,
0.13314300000001822,8.451536470886554,-8.297250117243928,-26.597539119455593,0.03267361829958021,-0.06881107025940679,0.034015428923756676,0.047809803301931,-0.07474038183021284,-0.06744102274721095,,
0.1426620000000014,8.832144158721572,-8.56484454813386,-26.897725034277293,0.0624595516187728,-0.06325634860134337,-0.019840905690374333,0.05757874275734735,-0.06766456454252091,-0.057538886978473536,,
0.15217000000001235,9.234803570707983,-8.798136249920493,-27.19179696860115,0.053306839201994395,-0.060418985408119436,0.006777977519156736,0.06309580311678623,-0.06606458761214809,-0.05070787107649364,,
0.16167500000000246,9.659171114596038,-8.974589291670295,-27.457689451849095,0.03241104470633235,-0.02801675726250841,0.06556642961997036,0.06870705460827402,-0.0653093680347997,-0.04719735752906713,,
0.17119100000002163,10.095362728981495,-9.05507190781835,-27.713438689103576,-0.012240218237828053,-0.004652339229757064,0.05441747795284174,0.07511790470972042,-0.05789813566047769,-0.0469782329483021,,
0.18069000000002688,10.559659085263158,-9.046702008706779,-27.96142995588692,-0.043011846528553756,0.0143694025654516,0.033483514742626556,0.082707176864071,-0.05251454648652883,-0.04914832061615491,,
0.1902040000000227,11.01248507913887,-8.970319914016544,-28.229958087068727,-0.06973058801591271,0.026944511264366967,0.03637798029928274,0.08252948974199335,-0.04464601311315807,-0.053540588061557565,,
0.19971200000000522,11.404539543413847,-8.813383988547653,-28.532830973606575,-0.09038795810146967,0.04035658433990589,0.023426963244157877,0.07865682544796654,-0.03100378341591909,-0.05860102939761428,,
0.20922200000001112,11.79062900050401,-8.625344559432001,-28.86855348591556,-0.11029487995238298,0.041193802211344534,0.06555686856529105,0.0778846979105846,-0.027297711505345445,-0.06391727607088903,,
0.2186720000000264,12.13770447491891,-8.556606059645224,-29.226275410571677,-0.10819473871089498,0.03291063855830467,0.09672209946958574,0.06676274092793104,-0.02129921197741766,-0.07220287996435402,,
0.2282470000000103,12.411098605778196,-8.377812783385362,-29.639134607171144,-0.08660048256169853,0.03695714332977565,0.03539429949573263,0.055625771713104934,-0.013289350427613629,-0.0821277990618124,,
0.23775600000001873,12.68733854759867,-8.23294768155548,-30.10713929682664,-0.0837374133160121,0.03778044314899366,0.028610031305745177,0.04941171488287161,-0.017668505851641623,-0.09524237738699198,,
0.24727000000001453,12.941367693645377,-8.167408802508412,-30.659762253132023,-0.05864405741376446,0.03476461226723783,-0.00978445242182472,0.039196411538744355,-0.025928776491174678,-0.11229444677993893,,
0.2567820000000154,13.202971065994198,-8.13350807061487,-31.26771689920103,-0.06656621492280076,0.029786083310796487,0.028801772147074762,0.03884516478994326,-0.03361384896004317,-0.12556624288543106,,
0.2662820000000181,13.47649950101656,-8.140617178765764,-31.92227670344875,-0.06507537565284054,0.02997850924749087,0.02762215381681561,0.03829788458707783,-0.04325663083622506,-0.13404700212240125,,
0.2853139999999996,13.971594820680538,-8.275422802168737,-33.12636625226751,-0.038689348142969225,-0.042314990917475544,0.06377930381381126,0.03863265165081997,-0.05022793550429679,-0.11865874972767632,,
0.2948170000000232,14.188242616240123,-8.31996436116991,-33.5639301715185,-0.030886549223656985,-0.03676563924440374,0.0369960514629086,0.03819061014581031,-0.03863323697835665,-0.0929669569503587,,
0.3043410000000222,14.298380429713692,-8.400699400306268,-33.85739815832992,-0.029781077257895843,-0.04817266895428809,-0.014269603901605596,0.021869505903603165,-0.030864672895059727,-0.06523193756641689,,
0.31384300000001986,14.40945817682889,-8.546846180697694,-34.02305719823801,0.005729248834571764,-0.06705289016661903,-0.007254208836427874,0.016751627060665006,-0.03459517634829418,-0.03382090292690516,,
0.32329599999999914,14.544756334372325,-8.6558481493495,-34.02799069690103,-0.03539247759213213,-0.017151633497410994,0.12963030389123995,0.0,0.0,0.0,,
0.3327950000000044,14.630683693221767,-8.8153445157747,-33.96073234640442,0.006957310931940883,-0.03900116129603726,-0.17769612281342878,0.0,0.0,0.0,,
0.34228400000000647,15.041679775462837,-8.934037372724555,-33.84640918762148,0.16032983895187541,-0.06648874690528393,-0.7990055780030528,0.05424934789184329,-0.06505856622792629,0.02766696216219943,,
0.3518190000000061,16.287421874450498,-8.796233121828877,-33.66332704010087,-0.018935103891347872,-0.2739220708057912,-0.26310419077933134,0.22027239714229468,-0.11392687662921447,0.06769560766264984,,
0.36132700000001705,18.21582218556272,-8.425252202971784,-33.47101584250668,-0.5852486517065922,-0.27121295456788913,1.1728400589566421,0.35923326453649784,-0.14903764618815646,0.08621601942867926,,
0.3708300000000122,19.63967959578075,-8.510965020142422,-33.563885207953234,-0.4345299616462076,-0.016456764752852782,0.473391400696772,0.22576143395553433,-0.1698281070954796,0.004137361200661418,,
0.38035600000000613,20.16465739247776,-9.27164766626187,-34.067464518337935,-0.2574116248475826,-0.03022343656300689,0.02222133327091425,0.0017403291325420094,-0.1843378036707014,-0.11213108420176782,,
0.3898709999999994,20.324391837824088,-9.978940150084739,-34.70150392734711,-0.19991904303130167,0.044824808841504145,0.025616405683223802,-0.05381908749367578,-0.13473889543814488,-0.14527925734548808,,
0.399390000000011,20.088813925773852,-10.266566821150134,-35.25443007465767,-0.21283209484455376,0.18282957604622865,-0.01234474911622037,-0.07105338290254702,-0.020607416956858103,-0.13106045513359754,,
0.4088950000000011,19.6863547281011,-10.534553048487348,-35.708399045949335,-0.14695490434383432,0.09249520540616345,-0.18418159174442417,-0.09568779035733384,0.002310652833440843,-0.10544181410719838,,
0.41846600000002354,19.542028988685058,-10.919593661323187,-35.86962929529455,-0.06786765590641587,0.022213644706473266,0.04933089322138223,-0.06811783223669822,-0.04593405667680827,-0.03766009044205581,,
0.4279280000000085,19.347333599043854,-11.467834228307582,-35.66194433297022,-0.15147171928726716,-0.02407011819606251,0.1277217465598771,-0.09518820466235241,-0.06671951783103416,0.03401612557392405,,
0.43748100000001955,19.146862389154137,-12.45590680236595,-35.173130160438504,-0.24998774220348682,-0.045770052756547774,0.05343869205070853,-0.14665394792489075,-0.13847087297879265,0.0895531706388813,,
0.44692500000002156,18.92465416097543,-13.640188521199248,-34.32318200797611,-0.3017691429870848,0.03162766337348788,0.15632185426856376,-0.1706596315621841,-0.17023955086247478,0.14569092729848712,,
0.45651000000000863,18.371708760509826,-14.601331876765466,-33.240340040606945,-0.5481797360375907,0.21113095128679202,-0.10730855598247477,-0.19619277960651532,-0.1003545158429547,0.17773465541641287,,
0.46602300000000696,17.76067794724117,-15.619378984607739,-32.25938443004381,-0.5276956292536287,0.33307199797567133,-0.1744567524855924,-0.20957997984992982,-0.10759597438143494,0.15833631451257996,,
0.47544100000001777,16.887639592017614,-16.550091331405746,-31.46670454215493,-0.38505925437161326,0.24686650159130413,0.14908066674452466,-0.2410006380027101,-0.06968436177572916,0.10254607085717733,,
0.4849760000000174,15.847628990382283,-17.132658817776818,-30.804894457536072,-0.17192453653162812,0.16463437253564225,0.06972238949069776,-0.23090621375806095,0.0031506465426919344,0.06563504178253006,,
0.5039820000000077,13.630571078079008,-18.92104813429896,-29.675979580081354,0.5851198783610674,-0.028177805848564268,0.058670307661512676,-0.30763866879624413,-0.07579251903506089,0.0260357340265739,,
0.5134720000000073,12.400781669614878,-20.277711566504717,-28.797188445801464,0.6669807331195284,-0.10726615270877086,0.3787072058463836,-0.33501257697105435,-0.12393588131764313,0.0790580456547734,,
0.5229960000000062,11.092639821149426,-22.0377810664547,-27.473642580250342,0.6208658840827688,-0.03246679228309281,0.6435409992360097,-0.3814783087641156,-0.19577885117374397,0.15778456824410514,,
0.5324990000000014,9.490124580351539,-24.338794086895632,-25.55322759889847,0.5545589917694188,0.03506720883814024,0.5613196293821148,-0.4693243672974465,-0.2810364455615384,0.23553546153916294,,
0.542016000000018,7.682877266186234,-27.02431352870277,-22.96643132259967,0.36733413420488054,0.16884220758870921,0.28916759680847,-0.5177989766265205,-0.35686976322207137,0.3312388929528711,,
0.5515430000000094,5.714796144076461,-29.88353239628515,-19.768042296296265,-0.05232059672294395,0.4479087818443919,0.16269057725102853,-0.5307136732925151,-0.4075760932043584,0.4220058221573876,,
0.5610460000000046,3.4204186341572775,-32.74394626814948,-16.0727055238392,-0.48912490532641273,0.6048386232155014,0.1960281775139818,-0.5490299367842502,-0.424981656973797,0.46524622365548257,,
0.570557000000008,0.9729053586276322,-35.24136332821669,-12.042662528053548,-0.5320877738728904,0.5999815061851846,-0.023306505337788098,-0.5149505386151587,-0.3872310748903883,0.4927264977800341,,
0.5800590000000057,-1.3859595309879578,-37.257588511145734,-7.9305744342180065,-0.5342996132673229,0.6388881428714891,-0.09371522342059502,-0.44468784097986164,-0.3321150870041276,0.5124162805207726,,
0.5895880000000204,-3.7015394627899085,-39.134679352885264,-3.8694659753197973,-0.22843800186255503,0.5238160879567686,-0.1453129575672488,-0.40075915642136745,-0.33676696596845584,0.5040019096976797,,
